100 20 0.9
3 9 29 159.45
3 10 30 158.53
3 11 31 155.75
3 12 32 154.02
3 13 33 154.89
3 14 34 168.01
3 15 35 162.98
3 16 36 164.94
3 17 37 170.62
3 18 38 169.76
3 19 39 163.11
3 20 40 164.08
3 21 41 159.50
3 22 42 159.63
3 23 43 162.77
3 24 44 159.92
3 25 45 158.00
3 26 46 158.21
3 27 47 159.75
3 28 48 160.06
3 29 49 159.63
3 30 50 159.24
3 31 51 159.64
3 32 52 156.63
3 33 53 153.06
3 34 54 163.61
3 35 55 157.60
3 36 56 165.55
3 37 57 164.74
3 38 58 154.01
3 39 59 160.27
3 40 60 154.97
3 41 61 152.39
3 42 62 158.47
3 43 63 163.66
3 44 64 154.56
3 45 65 148.90
3 46 66 151.18
3 47 67 142.27
3 48 68 145.83
3 49 69 150.78
3 50 70 143.54
3 51 71 146.15
3 52 72 146.28
3 53 73 147.68
3 54 74 140.16
3 55 75 145.62
3 56 76 140.59
3 57 77 148.46
3 58 78 146.49
3 59 79 145.03
3 60 80 142.52
3 61 81 140.58
3 62 82 136.65
3 63 83 140.67
3 64 84 137.61
3 65 85 149.18
3 66 86 140.46
3 67 87 145.12
3 68 88 136.69
3 69 89 139.76
3 70 90 142.94
3 71 91 144.39
3 72 92 147.47
3 73 93 136.55
3 74 94 136.85
3 75 95 144.26
3 76 96 136.58
3 77 97 137.67
3 78 98 135.76
3 79 99 140.75
3 80 100 138.08
3 1 22 164.56
3 2 23 160.59
3 3 24 160.87
3 4 25 162.03
3 5 26 164.15
3 6 27 163.49
3 7 28 164.70
3 8 29 161.78
3 9 30 170.17
3 10 31 166.48
3 11 32 155.92
3 12 33 160.48
3 13 34 170.55
3 14 35 173.25
3 15 36 176.20
3 16 37 177.97
3 17 38 175.04
3 18 39 174.05
3 19 40 174.11
3 20 41 173.97
3 21 42 165.17
3 22 43 169.49
3 23 44 166.49
3 24 45 160.25
3 25 46 162.40
3 26 47 164.76
3 27 48 161.96
3 28 49 172.75
3 29 50 165.19
3 30 51 163.01
3 31 52 163.24
3 32 53 164.19
3 33 54 172.25
3 34 55 166.08
3 35 56 171.23
3 36 57 167.60
3 37 58 170.13
3 38 59 166.27
3 39 60 161.32
3 40 61 158.41
3 41 62 163.53
3 42 63 168.59
3 43 64 169.55
3 44 65 154.75
3 45 66 156.82
3 46 67 152.42
3 47 68 153.77
3 48 69 152.19
3 49 70 156.20
3 50 71 147.41
3 51 72 146.72
3 52 73 153.49
3 53 74 148.82
3 54 75 149.72
3 55 76 150.01
3 56 77 151.12
3 57 78 150.68
3 58 79 146.74
3 59 80 147.48
3 60 81 148.94
3 61 82 145.21
3 62 83 141.43
3 63 84 141.52
3 64 85 150.03
3 65 86 149.71
3 66 87 147.36
3 67 88 149.53
3 68 89 144.23
3 69 90 150.35
3 70 91 148.44
3 71 92 150.22
3 72 93 148.14
3 73 94 139.50
3 74 95 145.33
3 75 96 147.56
3 76 97 139.80
3 77 98 143.93
3 78 99 146.68
3 79 100 144.74
3 1 23 168.96
3 2 24 171.74
3 3 25 167.80
3 4 26 173.70
3 5 27 169.77
3 6 28 166.32
3 7 29 174.67
3 8 30 171.29
3 9 31 176.83
3 10 32 167.23
3 11 33 166.02
3 12 34 177.18
3 13 35 174.80
3 14 36 177.50
3 15 37 178.78
3 16 38 178.98
3 17 39 179.15
3 18 40 184.01
3 19 41 176.88
3 20 42 175.57
3 21 43 171.20
3 22 44 170.50
3 23 45 170.67
3 24 46 174.24
3 25 47 165.36
3 26 48 168.00
3 27 49 174.93
3 28 50 179.08
3 29 51 170.15
3 30 52 163.86
3 31 53 167.17
3 32 54 175.91
3 33 55 173.62
3 34 56 173.92
3 35 57 173.53
3 36 58 174.01
3 37 59 174.14
3 38 60 168.55
3 39 61 166.52
3 40 62 167.17
3 41 63 168.60
3 42 64 174.17
3 43 65 172.17
3 44 66 163.70
3 45 67 159.16
3 46 68 164.60
3 47 69 153.99
3 48 70 156.34
3 49 71 159.81
3 50 72 152.51
3 51 73 164.72
3 52 74 153.92
3 53 75 158.91
3 54 76 161.26
3 55 77 160.71
3 56 78 151.94
3 57 79 153.36
3 58 80 153.93
3 59 81 152.34
3 60 82 152.99
3 61 83 152.30
3 62 84 154.19
3 63 85 156.83
3 64 86 150.53
3 65 87 154.30
3 66 88 154.70
3 67 89 157.58
3 68 90 151.97
3 69 91 156.52
3 70 92 154.37
3 71 93 155.83
3 72 94 154.21
3 73 95 154.99
3 74 96 149.18
3 75 97 154.40
3 76 98 145.73
3 77 99 153.90
3 78 100 147.37
3 1 24 173.37
3 2 25 181.81
3 3 26 174.62
3 4 27 177.67
3 5 28 172.67
3 6 29 176.07
3 7 30 182.54
3 8 31 180.64
3 9 32 180.35
3 10 33 180.50
3 11 34 177.87
3 12 35 181.03
3 13 36 178.47
3 14 37 185.91
3 15 38 184.88
3 16 39 189.44
3 17 40 186.92
3 18 41 188.11
3 19 42 181.14
3 20 43 175.82
3 21 44 174.38
3 22 45 187.09
3 23 46 181.63
3 24 47 174.48
3 25 48 168.40
3 26 49 185.52
3 27 50 182.20
3 28 51 182.51
3 29 52 174.14
3 30 53 174.07
3 31 54 182.87
3 32 55 183.24
3 33 56 185.51
3 34 57 182.29
3 35 58 175.29
3 36 59 177.71
3 37 60 176.92
3 38 61 171.26
3 39 62 176.39
3 40 63 173.64
3 41 64 178.22
3 42 65 179.04
3 43 66 172.32
3 44 67 163.70
3 45 68 167.31
3 46 69 169.46
3 47 70 162.40
3 48 71 161.96
3 49 72 160.63
3 50 73 166.16
3 51 74 169.70
3 52 75 171.51
3 53 76 167.56
3 54 77 169.25
3 55 78 164.70
3 56 79 158.11
3 57 80 155.53
3 58 81 160.74
3 59 82 157.36
3 60 83 162.81
3 61 84 156.68
3 62 85 162.64
3 63 86 158.59
3 64 87 155.12
3 65 88 157.30
3 66 89 161.11
3 67 90 161.80
3 68 91 163.45
3 69 92 160.58
3 70 93 156.53
3 71 94 157.25
3 72 95 158.97
3 73 96 158.29
3 74 97 155.38
3 75 98 156.30
3 76 99 155.62
3 77 100 160.00
3 1 25 186.14
3 2 26 183.19
3 3 27 182.95
3 4 28 181.13
3 5 29 176.08
3 6 30 185.96
3 7 31 184.99
3 8 32 180.91
3 9 33 182.13
3 10 34 196.01
3 11 35 184.55
3 12 36 188.45
3 13 37 190.80
3 14 38 196.17
3 15 39 191.00
3 16 40 190.91
3 17 41 191.09
3 18 42 193.40
3 19 43 194.18
3 20 44 186.39
3 21 45 187.56
3 22 46 188.45
3 23 47 182.24
3 24 48 180.16
3 25 49 186.10
3 26 50 187.44
3 27 51 190.07
3 28 52 182.79
3 29 53 182.52
3 30 54 186.81
3 31 55 190.22
3 32 56 188.61
3 33 57 186.78
3 34 58 184.29
3 35 59 185.62
3 36 60 183.24
3 37 61 179.92
3 38 62 178.21
3 39 63 176.95
3 40 64 179.43
3 41 65 180.24
3 42 66 184.28
3 43 67 177.10
3 44 68 170.73
3 45 69 172.84
3 46 70 170.22
3 47 71 165.31
3 48 72 168.86
3 49 73 175.10
3 50 74 172.62
3 51 75 172.18
3 52 76 175.66
3 53 77 175.65
3 54 78 169.57
3 55 79 168.04
3 56 80 166.67
3 57 81 162.21
3 58 82 166.51
3 59 83 165.01
3 60 84 164.40
3 61 85 164.18
3 62 86 169.04
3 63 87 161.86
3 64 88 164.00
3 65 89 163.89
3 66 90 170.52
3 67 91 170.95
3 68 92 167.87
3 69 93 164.14
3 70 94 159.18
3 71 95 168.77
3 72 96 164.30
3 73 97 164.97
3 74 98 160.65
3 75 99 157.06
3 76 100 166.29
3 1 26 191.87
3 2 27 191.32
3 3 28 188.64
3 4 29 185.41
3 5 30 186.60
3 6 31 189.06
3 7 32 185.71
3 8 33 188.38
3 9 34 200.62
3 10 35 199.25
3 11 36 189.41
3 12 37 195.93
3 13 38 197.28
3 14 39 196.40
3 15 40 197.12
3 16 41 194.56
3 17 42 197.22
3 18 43 195.28
3 19 44 197.21
3 20 45 187.65
3 21 46 192.04
3 22 47 188.77
3 23 48 190.05
3 24 49 193.81
3 25 50 190.37
3 26 51 196.78
3 27 52 190.30
3 28 53 189.66
3 29 54 191.14
3 30 55 195.65
3 31 56 196.82
3 32 57 191.67
3 33 58 196.45
3 34 59 190.86
3 35 60 186.72
3 36 61 185.67
3 37 62 189.50
3 38 63 186.04
3 39 64 179.61
3 40 65 182.96
3 41 66 190.07
3 42 67 184.50
3 43 68 178.07
3 44 69 176.74
3 45 70 177.16
3 46 71 173.82
3 47 72 171.06
3 48 73 183.69
3 49 74 177.62
3 50 75 176.51
3 51 76 182.95
3 52 77 176.68
3 53 78 178.62
3 54 79 169.93
3 55 80 174.85
3 56 81 169.01
3 57 82 166.84
3 58 83 171.36
3 59 84 166.03
3 60 85 164.63
3 61 86 176.48
3 62 87 175.22
3 63 88 172.47
3 64 89 165.44
3 65 90 171.96
3 66 91 174.12
3 67 92 173.06
3 68 93 169.82
3 69 94 171.70
3 70 95 171.59
3 71 96 171.78
3 72 97 166.78
3 73 98 172.84
3 74 99 163.13
3 75 100 168.52
3 1 27 197.78
3 2 28 191.47
3 3 29 193.48
3 4 30 189.90
3 5 31 200.08
3 6 32 194.03
3 7 33 195.89
3 8 34 206.25
3 9 35 210.00
3 10 36 203.04
3 11 37 208.18
3 12 38 204.53
3 13 39 203.74
3 14 40 205.27
3 15 41 205.82
3 16 42 201.04
3 17 43 197.96
3 18 44 202.00
3 19 45 200.84
3 20 46 203.16
3 21 47 207.22
3 22 48 192.60
3 23 49 203.34
3 24 50 199.53
3 25 51 197.97
3 26 52 198.13
3 27 53 196.59
3 28 54 199.31
3 29 55 202.78
3 30 56 205.79
3 31 57 200.74
3 32 58 201.44
3 33 59 199.40
3 34 60 194.03
3 35 61 190.24
3 36 62 191.22
3 37 63 197.51
3 38 64 186.61
3 39 65 189.11
3 40 66 193.53
3 41 67 190.24
3 42 68 190.83
3 43 69 182.33
3 44 70 186.58
3 45 71 181.19
3 46 72 186.62
3 47 73 185.33
3 48 74 190.56
3 49 75 186.84
3 50 76 187.25
3 51 77 190.59
3 52 78 183.81
3 53 79 179.72
3 54 80 180.89
3 55 81 176.20
3 56 82 181.11
3 57 83 176.40
3 58 84 181.57
3 59 85 173.32
3 60 86 177.09
3 61 87 177.05
3 62 88 176.13
3 63 89 179.48
3 64 90 175.79
3 65 91 177.76
3 66 92 178.05
3 67 93 174.30
3 68 94 175.77
3 69 95 178.97
3 70 96 174.31
3 71 97 174.21
3 72 98 178.02
3 73 99 179.59
3 74 100 171.80
3 1 28 203.94
3 2 29 194.81
3 3 30 198.29
3 4 31 200.15
3 5 32 208.13
3 6 33 207.06
3 7 34 210.31
3 8 35 211.36
3 9 36 213.35
3 10 37 216.66
3 11 38 210.74
3 12 39 211.02
3 13 40 206.24
3 14 41 212.57
3 15 42 208.84
3 16 43 207.77
3 17 44 205.21
3 18 45 204.36
3 19 46 207.27
3 20 47 209.37
3 21 48 209.38
3 22 49 204.47
3 23 50 205.81
3 24 51 210.92
3 25 52 205.13
3 26 53 198.39
3 27 54 203.13
3 28 55 212.11
3 29 56 208.85
3 30 57 208.32
3 31 58 204.27
3 32 59 204.55
3 33 60 200.48
3 34 61 198.65
3 35 62 202.36
3 36 63 198.98
3 37 64 205.75
3 38 65 191.12
3 39 66 196.96
3 40 67 197.57
3 41 68 197.58
3 42 69 196.44
3 43 70 192.16
3 44 71 188.30
3 45 72 188.97
3 46 73 199.38
3 47 74 190.88
3 48 75 192.29
3 49 76 201.20
3 50 77 200.10
3 51 78 198.27
3 52 79 189.77
3 53 80 189.29
3 54 81 184.10
3 55 82 181.48
3 56 83 184.73
3 57 84 183.04
3 58 85 185.87
3 59 86 177.91
3 60 87 179.98
3 61 88 185.12
3 62 89 181.88
3 63 90 180.22
3 64 91 185.81
3 65 92 184.83
3 66 93 182.68
3 67 94 182.34
3 68 95 182.27
3 69 96 183.34
3 70 97 176.68
3 71 98 178.13
3 72 99 180.24
3 73 100 180.04
3 1 29 206.13
3 2 30 205.25
3 3 31 201.25
3 4 32 215.45
3 5 33 213.60
3 6 34 211.59
3 7 35 219.05
3 8 36 219.39
3 9 37 228.04
3 10 38 223.53
3 11 39 218.08
3 12 40 214.68
3 13 41 213.66
3 14 42 214.75
3 15 43 212.75
3 16 44 213.97
3 17 45 211.76
3 18 46 215.31
3 19 47 213.76
3 20 48 215.69
3 21 49 215.55
3 22 50 207.53
3 23 51 213.88
3 24 52 212.15
3 25 53 213.45
3 26 54 215.42
3 27 55 215.81
3 28 56 219.21
3 29 57 214.89
3 30 58 211.83
3 31 59 207.57
3 32 60 208.43
3 33 61 210.52
3 34 62 207.50
3 35 63 211.17
3 36 64 209.00
3 37 65 207.21
3 38 66 199.95
3 39 67 199.31
3 40 68 206.23
3 41 69 199.41
3 42 70 200.79
3 43 71 194.02
3 44 72 191.52
3 45 73 201.44
3 46 74 202.35
3 47 75 196.06
3 48 76 206.05
3 49 77 207.61
3 50 78 202.39
3 51 79 201.33
3 52 80 192.31
3 53 81 194.49
3 54 82 191.11
3 55 83 185.04
3 56 84 187.70
3 57 85 189.42
3 58 86 189.73
3 59 87 180.44
3 60 88 187.08
3 61 89 186.74
3 62 90 186.01
3 63 91 187.49
3 64 92 187.88
3 65 93 187.89
3 66 94 183.53
3 67 95 184.87
3 68 96 184.82
3 69 97 183.91
3 70 98 182.82
3 71 99 184.99
3 72 100 189.28
3 1 30 207.96
3 2 31 210.05
3 3 32 217.20
3 4 33 216.37
3 5 34 218.75
3 6 35 219.13
3 7 36 222.85
3 8 37 229.16
3 9 38 232.29
3 10 39 228.82
3 11 40 218.24
3 12 41 223.00
3 13 42 218.13
3 14 43 218.24
3 15 44 222.63
3 16 45 219.85
3 17 46 218.59
3 18 47 225.90
3 19 48 221.76
3 20 49 216.48
3 21 50 226.31
3 22 51 221.47
3 23 52 222.26
3 24 53 214.32
3 25 54 220.05
3 26 55 216.01
3 27 56 220.62
3 28 57 223.70
3 29 58 217.79
3 30 59 212.31
3 31 60 214.07
3 32 61 213.75
3 33 62 217.56
3 34 63 217.34
3 35 64 215.89
3 36 65 209.77
3 37 66 208.75
3 38 67 210.30
3 39 68 211.58
3 40 69 214.19
3 41 70 209.61
3 42 71 207.17
3 43 72 208.26
3 44 73 207.06
3 45 74 203.07
3 46 75 205.48
3 47 76 206.63
3 48 77 217.88
3 49 78 208.17
3 50 79 205.59
3 51 80 204.82
3 52 81 197.40
3 53 82 195.60
3 54 83 197.69
3 55 84 190.99
3 56 85 189.77
3 57 86 195.47
3 58 87 197.64
3 59 88 189.95
3 60 89 193.73
3 61 90 197.02
3 62 91 189.33
3 63 92 195.46
3 64 93 188.34
3 65 94 192.67
3 66 95 190.39
3 67 96 186.24
3 68 97 187.63
3 69 98 196.25
3 70 99 185.92
3 71 100 194.05
3 1 31 215.61
3 2 32 227.29
3 3 33 218.57
3 4 34 228.85
3 5 35 228.35
3 6 36 224.45
3 7 37 230.02
3 8 38 241.00
3 9 39 237.11
3 10 40 235.45
3 11 41 226.76
3 12 42 226.11
3 13 43 223.44
3 14 44 224.13
3 15 45 234.75
3 16 46 233.12
3 17 47 229.55
3 18 48 228.73
3 19 49 222.33
3 20 50 228.75
3 21 51 230.52
3 22 52 231.10
3 23 53 222.80
3 24 54 232.97
3 25 55 224.57
3 26 56 223.13
3 27 57 227.61
3 28 58 231.88
3 29 59 221.45
3 30 60 219.06
3 31 61 214.80
3 32 62 224.41
3 33 63 222.60
3 34 64 227.48
3 35 65 220.32
3 36 66 210.53
3 37 67 221.29
3 38 68 212.98
3 39 69 216.85
3 40 70 218.71
3 41 71 209.79
3 42 72 217.42
3 43 73 222.00
3 44 74 214.30
3 45 75 215.23
3 46 76 219.74
3 47 77 218.76
3 48 78 219.42
3 49 79 214.50
3 50 80 212.32
3 51 81 208.84
3 52 82 198.42
3 53 83 204.55
3 54 84 198.75
3 55 85 196.65
3 56 86 202.02
3 57 87 199.54
3 58 88 199.96
3 59 89 196.89
3 60 90 203.25
3 61 91 200.88
3 62 92 195.92
3 63 93 197.54
3 64 94 192.85
3 65 95 203.78
3 66 96 195.17
3 67 97 194.82
3 68 98 198.77
3 69 99 204.95
3 70 100 195.96
3 1 32 228.11
3 2 33 228.63
3 3 34 233.40
3 4 35 238.41
3 5 36 232.76
3 6 37 240.57
3 7 38 241.03
3 8 39 241.08
3 9 40 244.39
3 10 41 237.63
3 11 42 227.92
3 12 43 226.71
3 13 44 226.66
3 14 45 239.27
3 15 46 237.86
3 16 47 236.12
3 17 48 235.40
3 18 49 232.14
3 19 50 234.65
3 20 51 237.56
3 21 52 240.65
3 22 53 236.07
3 23 54 238.39
3 24 55 233.87
3 25 56 228.45
3 26 57 227.62
3 27 58 233.32
3 28 59 234.36
3 29 60 221.82
3 30 61 223.68
3 31 62 225.93
3 32 63 225.83
3 33 64 228.40
3 34 65 230.30
3 35 66 224.22
3 36 67 222.97
3 37 68 224.32
3 38 69 221.10
3 39 70 222.85
3 40 71 223.96
3 41 72 219.03
3 42 73 226.26
3 43 74 223.30
3 44 75 218.00
3 45 76 221.43
3 46 77 224.44
3 47 78 223.20
3 48 79 222.01
3 49 80 220.48
3 50 81 212.76
3 51 82 211.20
3 52 83 209.03
3 53 84 206.81
3 54 85 205.32
3 55 86 209.72
3 56 87 205.11
3 57 88 202.60
3 58 89 205.76
3 59 90 208.77
3 60 91 208.62
3 61 92 208.74
3 62 93 198.23
3 63 94 197.57
3 64 95 205.52
3 65 96 203.96
3 66 97 199.89
3 67 98 199.61
3 68 99 209.77
3 69 100 206.03
3 1 33 229.71
3 2 34 236.04
3 3 35 245.37
3 4 36 243.27
3 5 37 244.20
3 6 38 248.80
3 7 39 244.87
3 8 40 246.65
3 9 41 246.91
3 10 42 240.67
3 11 43 233.97
3 12 44 235.90
3 13 45 239.79
3 14 46 242.12
3 15 47 244.70
3 16 48 241.18
3 17 49 237.50
3 18 50 237.62
3 19 51 242.29
3 20 52 243.41
3 21 53 246.60
3 22 54 243.09
3 23 55 246.16
3 24 56 234.42
3 25 57 231.43
3 26 58 237.06
3 27 59 234.48
3 28 60 234.81
3 29 61 227.32
3 30 62 231.10
3 31 63 227.89
3 32 64 229.41
3 33 65 233.70
3 34 66 231.48
3 35 67 227.75
3 36 68 227.40
3 37 69 228.07
3 38 70 223.30
3 39 71 224.15
3 40 72 231.39
3 41 73 229.69
3 42 74 226.45
3 43 75 225.75
3 44 76 225.66
3 45 77 230.23
3 46 78 228.96
3 47 79 224.37
3 48 80 225.61
3 49 81 220.81
3 50 82 216.34
3 51 83 219.68
3 52 84 209.32
3 53 85 214.51
3 54 86 215.68
3 55 87 210.83
3 56 88 212.60
3 57 89 212.05
3 58 90 212.63
3 59 91 209.94
3 60 92 215.63
3 61 93 211.46
3 62 94 202.40
3 63 95 207.79
3 64 96 205.75
3 65 97 208.30
3 66 98 209.37
3 67 99 210.17
3 68 100 212.52
3 1 34 248.86
3 2 35 249.72
3 3 36 247.69
3 4 37 254.04
3 5 38 253.44
3 6 39 250.54
3 7 40 251.38
3 8 41 247.11
3 9 42 248.57
3 10 43 246.11
3 11 44 239.00
3 12 45 240.21
3 13 46 245.35
3 14 47 251.67
3 15 48 245.30
3 16 49 244.57
3 17 50 242.02
3 18 51 251.20
3 19 52 244.97
3 20 53 254.26
3 21 54 248.39
3 22 55 253.76
3 23 56 247.80
3 24 57 241.91
3 25 58 242.47
3 26 59 237.84
3 27 60 240.20
3 28 61 243.47
3 29 62 232.19
3 30 63 231.94
3 31 64 234.39
3 32 65 241.27
3 33 66 237.71
3 34 67 232.19
3 35 68 229.93
3 36 69 228.66
3 37 70 234.86
3 38 71 224.59
3 39 72 233.18
3 40 73 240.72
3 41 74 230.32
3 42 75 230.07
3 43 76 236.80
3 44 77 236.42
3 45 78 231.80
3 46 79 229.60
3 47 80 225.80
3 48 81 228.66
3 49 82 230.99
3 50 83 222.88
3 51 84 221.26
3 52 85 221.43
3 53 86 221.25
3 54 87 216.10
3 55 88 218.09
3 56 89 219.28
3 57 90 216.40
3 58 91 215.55
3 59 92 218.19
3 60 93 219.62
3 61 94 213.89
3 62 95 207.91
3 63 96 212.97
3 64 97 210.16
3 65 98 218.33
3 66 99 210.80
3 67 100 215.62
3 1 35 254.19
3 2 36 253.46
3 3 37 263.32
3 4 38 254.42
3 5 39 253.63
3 6 40 257.02
3 7 41 255.36
3 8 42 255.92
3 9 43 252.52
3 10 44 253.95
3 11 45 242.39
3 12 46 247.64
3 13 47 252.65
3 14 48 253.32
3 15 49 253.37
3 16 50 253.51
3 17 51 253.79
3 18 52 254.42
3 19 53 255.25
3 20 54 261.75
3 21 55 261.24
3 22 56 265.49
3 23 57 248.32
3 24 58 243.71
3 25 59 249.92
3 26 60 248.11
3 27 61 248.22
3 28 62 248.43
3 29 63 239.81
3 30 64 237.99
3 31 65 241.79
3 32 66 248.63
3 33 67 240.20
3 34 68 233.26
3 35 69 241.55
3 36 70 239.16
3 37 71 235.86
3 38 72 235.20
3 39 73 248.23
3 40 74 244.67
3 41 75 235.10
3 42 76 238.95
3 43 77 237.25
3 44 78 238.34
3 45 79 233.40
3 46 80 230.20
3 47 81 229.76
3 48 82 237.40
3 49 83 231.60
3 50 84 226.83
3 51 85 231.83
3 52 86 227.10
3 53 87 222.20
3 54 88 229.06
3 55 89 221.38
3 56 90 225.10
3 57 91 225.10
3 58 92 221.41
3 59 93 222.27
3 60 94 219.91
3 61 95 214.02
3 62 96 220.15
3 63 97 220.28
3 64 98 221.50
3 65 99 224.12
3 66 100 222.26
3 1 36 255.58
3 2 37 270.96
3 3 38 268.52
3 4 39 260.01
3 5 40 265.46
3 6 41 257.38
3 7 42 261.49
3 8 43 262.75
3 9 44 256.02
3 10 45 254.71
3 11 46 248.49
3 12 47 258.75
3 13 48 257.61
3 14 49 258.84
3 15 50 263.52
3 16 51 260.64
3 17 52 256.49
3 18 53 259.63
3 19 54 269.98
3 20 55 264.86
3 21 56 271.52
3 22 57 265.57
3 23 58 253.66
3 24 59 250.35
3 25 60 253.07
3 26 61 251.55
3 27 62 254.87
3 28 63 253.13
3 29 64 243.95
3 30 65 245.80
3 31 66 249.99
3 32 67 250.60
3 33 68 241.59
3 34 69 245.86
3 35 70 244.28
3 36 71 239.85
3 37 72 247.18
3 38 73 249.82
3 39 74 248.41
3 40 75 247.65
3 41 76 243.24
3 42 77 239.73
3 43 78 238.43
3 44 79 241.04
3 45 80 243.39
3 46 81 233.79
3 47 82 239.87
3 48 83 241.77
3 49 84 241.48
3 50 85 237.26
3 51 86 235.56
3 52 87 229.15
3 53 88 231.00
3 54 89 231.85
3 55 90 234.63
3 56 91 230.31
3 57 92 232.14
3 58 93 228.70
3 59 94 224.38
3 60 95 220.66
3 61 96 225.36
3 62 97 228.77
3 63 98 222.39
3 64 99 225.83
3 65 100 230.35
3 1 37 275.10
3 2 38 274.94
3 3 39 273.59
3 4 40 272.29
3 5 41 267.29
3 6 42 267.85
3 7 43 268.11
3 8 44 264.85
3 9 45 263.78
3 10 46 265.51
3 11 47 261.55
3 12 48 265.94
3 13 49 259.48
3 14 50 265.89
3 15 51 277.71
3 16 52 270.28
3 17 53 267.81
3 18 54 274.62
3 19 55 278.49
3 20 56 272.35
3 21 57 273.92
3 22 58 268.19
3 23 59 260.92
3 24 60 257.06
3 25 61 256.55
3 26 62 258.68
3 27 63 257.69
3 28 64 256.87
3 29 65 252.49
3 30 66 253.11
3 31 67 256.36
3 32 68 251.68
3 33 69 250.87
3 34 70 249.99
3 35 71 251.72
3 36 72 248.24
3 37 73 260.75
3 38 74 250.07
3 39 75 252.57
3 40 76 254.87
3 41 77 245.66
3 42 78 251.87
3 43 79 250.56
3 44 80 249.83
3 45 81 246.87
3 46 82 244.45
3 47 83 243.88
3 48 84 244.06
3 49 85 254.13
3 50 86 241.94
3 51 87 241.82
3 52 88 234.38
3 53 89 234.84
3 54 90 238.57
3 55 91 235.19
3 56 92 236.67
3 57 93 232.31
3 58 94 234.74
3 59 95 226.48
3 60 96 225.37
3 61 97 234.54
3 62 98 232.56
3 63 99 226.95
3 64 100 231.18
3 1 38 278.62
3 2 39 279.73
3 3 40 274.51
3 4 41 276.77
3 5 42 272.24
3 6 43 273.94
3 7 44 277.59
3 8 45 273.60
3 9 46 267.09
3 10 47 271.16
3 11 48 266.23
3 12 49 271.02
3 13 50 269.95
3 14 51 278.13
3 15 52 279.16
3 16 53 272.82
3 17 54 277.29
3 18 55 279.53
3 19 56 287.26
3 20 57 276.92
3 21 58 274.60
3 22 59 272.32
3 23 60 262.91
3 24 61 268.75
3 25 62 262.25
3 26 63 264.82
3 27 64 263.50
3 28 65 268.99
3 29 66 258.46
3 30 67 263.11
3 31 68 257.57
3 32 69 251.71
3 33 70 253.26
3 34 71 261.65
3 35 72 254.39
3 36 73 265.61
3 37 74 263.70
3 38 75 253.25
3 39 76 257.91
3 40 77 255.00
3 41 78 254.37
3 42 79 254.70
3 43 80 259.42
3 44 81 250.42
3 45 82 253.50
3 46 83 251.21
3 47 84 255.01
3 48 85 258.01
3 49 86 254.18
3 50 87 243.11
3 51 88 244.67
3 52 89 235.31
3 53 90 241.36
3 54 91 241.33
3 55 92 242.29
3 56 93 244.56
3 57 94 235.58
3 58 95 238.57
3 59 96 239.36
3 60 97 235.99
3 61 98 236.52
3 62 99 243.25
3 63 100 236.58
3 1 39 282.00
3 2 40 282.82
3 3 41 280.89
3 4 42 277.32
3 5 43 274.35
3 6 44 280.51
3 7 45 279.69
3 8 46 274.54
3 9 47 271.45
3 10 48 281.70
3 11 49 275.40
3 12 50 275.49
3 13 51 283.50
3 14 52 286.41
3 15 53 288.24
3 16 54 282.51
3 17 55 286.48
3 18 56 287.83
3 19 57 289.96
3 20 58 287.29
3 21 59 276.77
3 22 60 277.58
3 23 61 275.99
3 24 62 270.74
3 25 63 275.37
3 26 64 266.27
3 27 65 270.51
3 28 66 269.78
3 29 67 266.75
3 30 68 264.54
3 31 69 263.01
3 32 70 260.70
3 33 71 262.43
3 34 72 262.23
3 35 73 267.10
3 36 74 266.03
3 37 75 265.03
3 38 76 258.34
3 39 77 260.06
3 40 78 260.82
3 41 79 260.22
3 42 80 261.08
3 43 81 260.39
3 44 82 255.08
3 45 83 261.94
3 46 84 260.87
3 47 85 258.55
3 48 86 262.15
3 49 87 261.38
3 50 88 255.18
3 51 89 250.53
3 52 90 241.80
3 53 91 247.82
3 54 92 250.01
3 55 93 245.03
3 56 94 245.43
3 57 95 238.98
3 58 96 250.26
3 59 97 245.76
3 60 98 238.39
3 61 99 244.71
3 62 100 244.79
3 1 40 289.69
3 2 41 283.81
3 3 42 282.28
3 4 43 280.28
3 5 44 283.91
3 6 45 282.21
3 7 46 286.99
3 8 47 286.41
3 9 48 282.19
3 10 49 290.72
3 11 50 284.15
3 12 51 289.11
3 13 52 287.12
3 14 53 293.45
3 15 54 296.73
3 16 55 289.78
3 17 56 289.75
3 18 57 292.69
3 19 58 291.65
3 20 59 290.64
3 21 60 285.62
3 22 61 287.60
3 23 62 282.04
3 24 63 282.35
3 25 64 275.73
3 26 65 274.74
3 27 66 278.64
3 28 67 281.07
3 29 68 269.50
3 30 69 272.28
3 31 70 270.07
3 32 71 264.86
3 33 72 264.55
3 34 73 272.26
3 35 74 273.58
3 36 75 271.25
3 37 76 274.86
3 38 77 262.73
3 39 78 269.76
3 40 79 269.34
3 41 80 263.80
3 42 81 264.87
3 43 82 265.24
3 44 83 262.65
3 45 84 266.34
3 46 85 267.94
3 47 86 266.19
3 48 87 263.95
3 49 88 266.00
3 50 89 258.97
3 51 90 254.94
3 52 91 249.40
3 53 92 258.21
3 54 93 254.81
3 55 94 248.42
3 56 95 248.64
3 57 96 253.29
3 58 97 256.22
